V160001,V161078 - PRE: What is it that R dislikes about Republican Pres cand
401989,i dont think donald trump has the political experience.
401991,
401993,"Racist, sexist, ignorant"
401997,Very iisensitive. I do not like his plans on immigration
401998,Moron
402001,heis obnoixous. I justcan't stand his mannerism
402002,Arrogance
402003,Lack of experience in politics.
402012,Personality; lack of political experience
402013,
402016,He's out of control.
402017,he is a bully
402018,too many to answer; totally unqualified
402019,
402030,lack of experience in goverment and foriegn affairs
402033,no political experience
402036,HATRED OF WOMEN AND CARES NOTHING FOR THE POOR AND DESPERATE
402038,he is to radical
402039,lack of foreign policy expertise
402040,He's a sociopath who is pea-brained and dangerous for the US
402041,
402042,i dont think he is the correct person for president
402046,Some of his business practices.
402048,"racist, misogynist, homophobic, etc."
402049,
402050,HIs pomp
402052,
402058,
402059,
402060,How he treat people is bad.
402063,
402066,His crass speaking and all around lack of control
402067,
402068,temperament and racist position
402069,
402074,Narcissistic nut job
402078,Doesnt care about people
402094,
402098,His mouth is going to get the US in trouble
402099,
402101,He is blurts out inaccuracies.
402104,Never been in politics
402105,inexperienced
402109,
402116,
402118,"His lack of morality, maturity and disrespect of certain gro"
402120,He's has no political saavy
402124,
402134,Would be a disgrace to the U.S. to have in office
402136,
402137,he doesn't seem to identify with people like me struggling l
402140,
402143,"Policy on immigration, regressive economic policies, demeano"
402144,He's actively inflammatory
402146,"everything, specifically racist, masogynist, inexperienced"
402147,"Sexist, Racist, Unprofessional, Dictator"
402149,Rich bully
402150,
402154,
402155,
402158,
402162,Could be too outspoken.
402163,
402164,
402168,"racist, hates women, non-whites..lives in a privileged world"
402170,Inability to work within the system
402171,
402172,because
402173,"Immigration issues, dislike of minorities"
402174,
402175,Everything
402179,
402187,Everything
402188,he is unqualified and arrogant
402190,his negative words agaisnt women
402191,He is a buffoon
402193,his need for revenge
402195,"He takes ZERO ACCOUNTABILITY for anything he says or does. ,"
402200,
402202,sending people back to their countries
402204,
402206,su racismo
402209,short tempered and immaturity when people disagree with him
402210,He's uninformed on key positions.
402212,
402213,
402215,"I don't like his attitude towards immigrants, same sex etc"
402219,
402221,big mouth
402224,
402229,"The man is a lunatic, racist, sexist, and a liar."
402233,CRAZY
402234,
402237,
402240,he's a racist demagogue & a fraud
402241,"Too many things to list. Deplorable, no redeeming qualities."
402244,He is a bit inconsistent in how he treats others.
402248,
402253,
402254,"his temperment, unsuitable for presidency"
402257,He is an idiot
402258,"speaks withot carful consideration, bad tempr, old gen thnkg"
402259,"Not qualified, does not represent my image of the USA"
402262,Demagoguery
402265,He wants to build a wall
402267,"racist, seems to wing it, no policitical experience"
402270,
402271,disisive
402282,
402284,
402286,His ability to speak his mind
402289,His immaturity and inability to expand outside of his world
402290,He's rude and crude and not tactful.
402296,kinda off the wall.
402298,"His stupdity, immorality and incompetence"
402301,
402303,
402305,
402308,
402309,too flamboint he has a big mouth
402310,"He lies, he is a fraud.He is a Dictator."
402312,"He is a reactionary, doesn't think through things"
402313,He's a loose cannon.  Not qualified. Ego driven
402315,Everything about him
402316,everything
402318,He speaks without thinking. He feels he can accomplish every
402320,
402321,his views seem extreme
402325,
402327,mentally unbalanced and egotism
402329,
402330,His aduttied
402331,His disprespect towards other ethnicitiys.
402334,he is arrogant
402338,
402340,Everything. I don't know how he has made it this far.
402342,I don't like him he seems evil
402343,
402345,Make America great again
402350,
402358,
402359,Some rude tactful comments
402360,He's not a politician
402365,His remarks that he made in locker room talk
402366,He is not agood roll model for presidenr
402367,
402368,how he expresses himself about minorities
402370,
402373,Experience
402374,
402379,
402380,
402384,
402387,He says the dumbest things
402389,
402391,demagogue
402392,"inspires racism, hate ,and inequality"
402397,BAD/UGLY STATEMENTS
402398,
402404,
402406,Hispanic's
402411,When he puts down people.
402413,HIS VIEWS ON IMMIGRATION AND TREATMENT OF WOMEN AND LGBT
402416,
402420,He is not qualified. He doesn't seem to be leveled headed.
402428,speaks without thinking; might act that way
402429,"racist, sexist, no understanding about the Constitution"
402430,Unpredictable
402432,
402434,"Clown, The Blacks, Lawsuits, Bankruptcies"
402435,He is a jerk
402437,
402439,
402445,he is not Clinton
402448,I believe him to be racist and unstable
402451,
402455,"He's a hate-monger, misogynist, bigot & hypocrite."
402456,He doesn't seem to have any answers as to how he will fix
402457,
402472,
402474,I don't like him at all
402480,Everything about him.
402481,
402486,
402488,He has no experience in politics at all. He is offensive
402491,Lack of experience/ability to manage politics
402493,
402496,
402497,Everything
402508,"He is a Lair, a Conartist, Doesn't care for America"
402509,
402510,"His ego, the way he presents himself to the public."
402512,
402513,He's a scary racist facist
402514,
402515,His sociopathic tendencies with an out of control ego
402517,
402521,"He is mysoginistic, racist, and fear mongering"
402522,
402525,"He is racist, his financial plans are destructive."
402526,"Fake, lies, insults bigot government no experience"
402529,I think he lacks integrity
402530,
402531,Everything he stands for
402538,He does not meet the criteria for the job
402539,he's insane
402542,His attitude toward women
402544,COMMENTS RELATED TO WOMEN AND RACE.
402547,Lack of specifics
402549,"Immature, unorganized, lack of leadership skills"
402550,lack of foreign policy experience
402552,
402553,Jingoistic Jackass
402560,
402561,
402562,
402565,Lack of experience
402566,"He's a bigot, liar, egomaniac interested in his wealth only"
402568,Every thing
402570,He says things he probably shouldn't
402573,"Liar, he' s nuts, doesn't know anything about politics"
402574,he is arrogant
402576,
402577,"unpredicability, disinterest in leading world"
402582,He does not think about whats best for people.
402583,
402587,
402588,
402590,
402594,He is crazy.
402597,
402598,"Racism, immigration laws, views on womans rights"
402602,Insultive remarks
402603,
402605,
402612,He is not the brightest individual. Huge ego.
402614,bigotry and stupidity
402615,Trump ask like this is a joke he sound like he's in high sch
402617,
402620,
402623,
402625,Everything
402626,
402628,racist pig
402629,He's a moronic jackass
402630,
402631,He has no tact
402635,Racist
402636,
402637,"Not informed on Key Positions, Cocky, Impulsive,"
402638,Temperament
402642,not an ideal candidate
402647,"He is a moron (literally by the definition) fool, idiot, as"
